office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2026,"SALARIES, OFFICERS AND EMPLOYEES",92,NET PAYROLL EXPENSES,93,1415570.73,1415570.73,ok,block_running_total
PRESIDENT PRO TEMPORE (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",97,PERSONNEL COMP. FULL-TIME PERMANENT,97,344163.69,344163.69,ok,segment
PRESIDENT PRO TEMPORE (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",97,NET PAYROLL EXPENSES,97,344163.69,344163.69,ok,block_running_total
MAJORITY LEADER (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",100,PERSONNEL COMP. FULL-TIME PERMANENT,100,1287892.03,1287892.03,ok,segment
MAJORITY LEADER (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",100,NET PAYROLL EXPENSES,100,1287892.03,1287892.03,ok,block_running_total
MAJORITY WHIP (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",103,PERSONNEL COMP. FULL-TIME PERMANENT,103,940182.65,940182.65,ok,segment
MAJORITY WHIP (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",103,NET PAYROLL EXPENSES,103,940182.65,940182.65,ok,block_running_total
MAJORITY CONFERENCE COMMITTEE (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",106,PERSONNEL COMP. FULL-TIME PERMANENT,106,830179.97,830179.97,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",106,NET PAYROLL EXPENSES,106,830179.97,830179.97,ok,block_running_total
MAJORITY POLICY COMMITTEE (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",109,PERSONNEL COMP. FULL-TIME PERMANENT,109,913042.1,913042.1,ok,segment
MAJORITY POLICY COMMITTEE (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",109,NET PAYROLL EXPENSES,109,913042.1,913042.1,ok,block_running_total
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2026,"SALARIES, OFFICERS AND EMPLOYEES",112,PERSONNEL COMP. FULL-TIME PERMANENT,112,143632.34,143632.34,ok,segment
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2026,"SALARIES, OFFICERS AND EMPLOYEES",112,NET PAYROLL EXPENSES,112,143632.34,143632.34,ok,block_running_total
SECRETARY FOR THE MINORITY (D),2026,"SALARIES, OFFICERS AND EMPLOYEES",115,PERSONNEL COMP. FULL-TIME PERMANENT,115,525554.74,525554.74,ok,segment
SECRETARY FOR THE MINORITY (D),2026,"SALARIES, OFFICERS AND EMPLOYEES",115,NET PAYROLL EXPENSES,115,525554.74,525554.74,ok,block_running_total
SECRETARY FOR THE MAJORITY (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",118,PERSONNEL COMP. FULL-TIME PERMANENT,118,614044.26,614044.26,ok,segment
SECRETARY FOR THE MAJORITY (R),2026,"SALARIES, OFFICERS AND EMPLOYEES",118,NET PAYROLL EXPENSES,118,614044.26,614044.26,ok,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,"SALARIES, OFFICERS AND EMPLOYEES",121,PERSONNEL COMP. FULL-TIME PERMANENT,141,56239195.0,56239195.0,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,"SALARIES, OFFICERS AND EMPLOYEES",121,RE-EMPLOYED ANNUITANTS,141,116836.53,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,"SALARIES, OFFICERS AND EMPLOYEES",121,NET PAYROLL EXPENSES,141,56356031.53,56239195.0,fail,block_running_total
SECRETARY OF THE SENATE,2026,"SALARIES, OFFICERS AND EMPLOYEES",146,PERSONNEL COMP. FULL-TIME PERMANENT,151,15616139.22,15616139.22,ok,segment
SECRETARY OF THE SENATE,2026,"SALARIES, OFFICERS AND EMPLOYEES",146,NET PAYROLL EXPENSES,151,15616139.22,15616139.22,ok,block_running_total
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,154,PERSONNEL BENEFITS,154,3387.4,0.0,no_records,segment
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,154,NET PAYROLL EXPENSES,154,3387.4,0.0,no_records,block_running_total
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,154,OTHER CONTRACTUAL SERVICES,154,18911.07,18911.07,ok,segment
APPROPRIATIONS,2023,MISCELLANEOUS ITEMS,154,ACQUISITION OF ASSETS,154,1570.52,1570.52,ok,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,155,PERSONNEL BENEFITS,155,8241.45,0.0,no_records,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,155,NET PAYROLL EXPENSES,155,8241.45,0.0,no_records,block_running_total
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,155,OTHER CONTRACTUAL SERVICES,155,127467.27,127467.27,ok,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,156,TRAVEL AND TRANSPORTATION OF PERSONS,156,153.91,153.91,ok,segment
APPROPRIATIONS,2025,MISCELLANEOUS ITEMS,156,OTHER CONTRACTUAL SERVICES,156,50.0,50.0,ok,segment
APPROPRIATIONS,2026,MISCELLANEOUS ITEMS,157,TRAVEL AND TRANSPORTATION OF PERSONS,157,66.18,66.18,ok,segment
APPROPRIATIONS,2026,MISCELLANEOUS ITEMS,157,OTHER CONTRACTUAL SERVICES,157,145.9,145.9,ok,segment
CHAPLAIN,2024,MISCELLANEOUS ITEMS,160,TRAVEL AND TRANSPORTATION OF PERSONS,160,32.97,32.97,ok,segment
CHAPLAIN,2025,MISCELLANEOUS ITEMS,161,TRAVEL AND TRANSPORTATION OF PERSONS,161,4.83,4.83,ok,segment
CHAPLAIN,2025,MISCELLANEOUS ITEMS,161,OTHER CONTRACTUAL SERVICES,161,3.0,3.0,ok,segment
CHAPLAIN,2026,MISCELLANEOUS ITEMS,162,TRAVEL AND TRANSPORTATION OF PERSONS,162,20.93,20.93,ok,segment
CHAPLAIN,2026,MISCELLANEOUS ITEMS,162,OTHER CONTRACTUAL SERVICES,162,3.6,3.6,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,164,PERSONNEL BENEFITS,164,238.24,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,164,NET PAYROLL EXPENSES,164,238.24,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,164,OTHER CONTRACTUAL SERVICES,164,202.29,202.29,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,167,PERSONNEL BENEFITS,167,283.36,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,167,NET PAYROLL EXPENSES,167,283.36,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (D),2025,MISCELLANEOUS ITEMS,167,OTHER CONTRACTUAL SERVICES,167,741.99,741.99,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2026,MISCELLANEOUS ITEMS,168,PERSONNEL BENEFITS,168,596.0,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (D),2026,MISCELLANEOUS ITEMS,168,NET PAYROLL EXPENSES,168,596.0,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (D),2026,MISCELLANEOUS ITEMS,168,OTHER CONTRACTUAL SERVICES,168,1083.55,1083.55,ok,segment
MINORITY CONFERENCE COMMITTEE (D),2026,MISCELLANEOUS ITEMS,168,ACQUISITION OF ASSETS,168,499.96,499.96,ok,segment
MAJORITY POLICY COMMITTEE (D),2023,MISCELLANEOUS ITEMS,170,TRAVEL AND TRANSPORTATION OF PERSONS,170,2447.41,2447.41,ok,segment
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,171,ACQUISITION OF ASSETS,171,19872.72,19872.72,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,172,PERSONNEL BENEFITS,172,505.74,0.0,no_records,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,172,NET PAYROLL EXPENSES,172,505.74,0.0,no_records,block_running_total
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,172,TRAVEL AND TRANSPORTATION OF PERSONS,172,1138.66,1138.66,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,172,OTHER CONTRACTUAL SERVICES,172,400.0,400.0,ok,segment
MINORITY POLICY COMMITTEE (D),2025,MISCELLANEOUS ITEMS,172,ACQUISITION OF ASSETS,172,59.94,59.94,ok,segment
MINORITY POLICY COMMITTEE (D),2026,MISCELLANEOUS ITEMS,173,PERSONNEL BENEFITS,173,531.36,0.0,no_records,segment
MINORITY POLICY COMMITTEE (D),2026,MISCELLANEOUS ITEMS,173,NET PAYROLL EXPENSES,173,531.36,0.0,no_records,block_running_total
MINORITY POLICY COMMITTEE (D),2026,MISCELLANEOUS ITEMS,173,OTHER CONTRACTUAL SERVICES,173,400.0,400.0,ok,segment
MINORITY POLICY COMMITTEE (D),2026,MISCELLANEOUS ITEMS,173,ACQUISITION OF ASSETS,173,69.96,69.96,ok,segment
SECRETARY FOR THE MINORITY (D),2025,MISCELLANEOUS ITEMS,175,PERSONNEL BENEFITS,175,244.5,0.0,no_records,segment
SECRETARY FOR THE MINORITY (D),2025,MISCELLANEOUS ITEMS,175,NET PAYROLL EXPENSES,175,244.5,0.0,no_records,block_running_total
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,177,PERSONNEL BENEFITS,177,208.63,0.0,no_records,segment
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,177,NET PAYROLL EXPENSES,177,208.63,0.0,no_records,block_running_total
MAJORITY LEADER (R),2025,MISCELLANEOUS ITEMS,177,TRAVEL AND TRANSPORTATION OF PERSONS,177,1518.68,1518.68,ok,segment
MAJORITY LEADER (R),2026,MISCELLANEOUS ITEMS,178,PERSONNEL BENEFITS,178,95.43,0.0,no_records,segment
MAJORITY LEADER (R),2026,MISCELLANEOUS ITEMS,178,NET PAYROLL EXPENSES,178,95.43,0.0,no_records,block_running_total
MAJORITY LEADER (R),2026,MISCELLANEOUS ITEMS,178,TRAVEL AND TRANSPORTATION OF PERSONS,178,1255.52,1255.52,ok,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,180,PERSONNEL BENEFITS,180,192.3,0.0,no_records,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,180,NET PAYROLL EXPENSES,180,192.3,0.0,no_records,block_running_total
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,180,TRAVEL AND TRANSPORTATION OF PERSONS,180,4292.86,4292.86,ok,segment
MAJORITY WHIP (R),2025,MISCELLANEOUS ITEMS,180,ACQUISITION OF ASSETS,180,11908.61,11908.61,ok,segment
MAJORITY WHIP (R),2026,MISCELLANEOUS ITEMS,181,PERSONNEL BENEFITS,181,1103.32,0.0,no_records,segment
MAJORITY WHIP (R),2026,MISCELLANEOUS ITEMS,181,NET PAYROLL EXPENSES,181,1103.32,0.0,no_records,block_running_total
MAJORITY WHIP (R),2026,MISCELLANEOUS ITEMS,181,TRAVEL AND TRANSPORTATION OF PERSONS,181,1705.2,1705.2,ok,segment
MAJORITY WHIP (R),2026,MISCELLANEOUS ITEMS,181,OTHER CONTRACTUAL SERVICES,181,500.0,500.0,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,183,PERSONNEL BENEFITS,183,6.95,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,183,NET PAYROLL EXPENSES,183,6.95,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,183,TRAVEL AND TRANSPORTATION OF PERSONS,183,30.0,30.0,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2024,MISCELLANEOUS ITEMS,185,PERSONNEL BENEFITS,185,327.81,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (R),2024,MISCELLANEOUS ITEMS,185,NET PAYROLL EXPENSES,185,327.81,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (R),2024,MISCELLANEOUS ITEMS,185,TRAVEL AND TRANSPORTATION OF PERSONS,189,44246.28,44246.28,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2024,MISCELLANEOUS ITEMS,185,OTHER CONTRACTUAL SERVICES,190,590.0,590.0,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2024,MISCELLANEOUS ITEMS,185,ACQUISITION OF ASSETS,190,128.0,128.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2025,MISCELLANEOUS ITEMS,191,ACQUISITION OF ASSETS,191,2864.04,2864.04,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2026,MISCELLANEOUS ITEMS,192,OTHER CONTRACTUAL SERVICES,192,145.0,145.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (R),2026,MISCELLANEOUS ITEMS,192,ACQUISITION OF ASSETS,192,36078.12,36078.12,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,197,TRAVEL AND TRANSPORTATION OF PERSONS,197,368.25,368.25,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,197,OTHER CONTRACTUAL SERVICES,197,350.0,350.0,ok,segment
MAJORITY POLICY COMMITTEE (R),2025,MISCELLANEOUS ITEMS,197,ACQUISITION OF ASSETS,197,12211.46,12211.46,ok,segment
MAJORITY POLICY COMMITTEE (R),2026,MISCELLANEOUS ITEMS,199,OTHER CONTRACTUAL SERVICES,199,400.0,400.0,ok,segment
MAJORITY POLICY COMMITTEE (R),2026,MISCELLANEOUS ITEMS,199,ACQUISITION OF ASSETS,199,1546.91,1546.91,ok,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,MISCELLANEOUS ITEMS,208,PERSONNEL BENEFITS,208,43216.67,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,MISCELLANEOUS ITEMS,208,NET PAYROLL EXPENSES,208,43216.67,0.0,no_records,block_running_total
CONSULTANTS,2026,MISCELLANEOUS ITEMS,221,PERSONNEL COMP. FULL-TIME PERMANENT,222,3075864.55,3082133.99,fail,segment
CONSULTANTS,2026,MISCELLANEOUS ITEMS,221,PERSONNEL BENEFITS,222,1175732.73,0.0,no_records,segment
CONSULTANTS,2026,MISCELLANEOUS ITEMS,221,NET PAYROLL EXPENSES,222,4251597.28,3082133.99,fail,block_running_total
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2024,MISCELLANEOUS ITEMS,225,NET PAYROLL EXPENSES,225,428518.43,428518.43,ok,block_running_total
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2025,MISCELLANEOUS ITEMS,226,NET PAYROLL EXPENSES,226,347176.98,347176.98,ok,block_running_total
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2024,MISCELLANEOUS ITEMS,230,TRAVEL AND TRANSPORTATION OF PERSONS,230,1076.0,1076.0,ok,segment
RESERVE FOR CONTINGENCIES,2024,MISCELLANEOUS ITEMS,245,NET PAYROLL EXPENSES,245,396661.37,396661.37,ok,block_running_total
RESOLUTION AND REORGANIZATION RESERVE,2023,MISCELLANEOUS ITEMS,254,OTHER CONTRACTUAL SERVICES,254,37500.0,37500.0,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,255,OTHER CONTRACTUAL SERVICES,255,30000.0,30000.0,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2026,MISCELLANEOUS ITEMS,257,PERSONNEL COMP. FULL-TIME PERMANENT,257,84703.27,84703.27,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2026,MISCELLANEOUS ITEMS,257,PERSONNEL BENEFITS,258,28660.61,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2026,MISCELLANEOUS ITEMS,257,NET PAYROLL EXPENSES,258,113363.88,84703.27,fail,block_running_total
MISC ITEMS - STUDENT LOANS,2026,MISCELLANEOUS ITEMS,313,PERSONNEL COMP. FULL-TIME PERMANENT,313,0.0,0.0,zero_records,segment
MISC ITEMS - STUDENT LOANS,2026,MISCELLANEOUS ITEMS,313,PERSONNEL BENEFITS,313,4114907.45,0.0,no_records,segment
MISC ITEMS - STUDENT LOANS,2026,MISCELLANEOUS ITEMS,313,NET PAYROLL EXPENSES,313,4114907.45,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,325,OTHER CONTRACTUAL SERVICES,325,821.41,821.41,ok,segment
SECRETARY OF THE SENATE,2022,SECRETARY OF THE SENATE,326,OTHER CONTRACTUAL SERVICES,326,19.98,19.98,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,327,TRAVEL AND TRANSPORTATION OF PERSONS,327,326.15,326.15,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,327,OTHER CONTRACTUAL SERVICES,327,100.0,100.0,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,TRAVEL AND TRANSPORTATION OF PERSONS,328,29.0,29.0,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,OTHER CONTRACTUAL SERVICES,328,72939.76,72939.76,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,329,PERSONNEL BENEFITS,329,24636.35,0.0,no_records,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,329,NET PAYROLL EXPENSES,329,24636.35,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,329,TRAVEL AND TRANSPORTATION OF PERSONS,329,1769.76,1769.76,ok,segment
SECRETARY OF THE SENATE,2025,SECRETARY OF THE SENATE,329,OTHER CONTRACTUAL SERVICES,331,47796.44,47796.44,ok,segment
SECRETARY OF THE SENATE,2026,SECRETARY OF THE SENATE,332,PERSONNEL COMP. FULL-TIME PERMANENT,332,55908.09,55908.09,ok,segment
SECRETARY OF THE SENATE,2026,SECRETARY OF THE SENATE,332,PERSONNEL BENEFITS,332,53026.78,0.0,no_records,segment
SECRETARY OF THE SENATE,2026,SECRETARY OF THE SENATE,332,NET PAYROLL EXPENSES,332,108934.87,55908.09,fail,block_running_total
SECRETARY OF THE SENATE,2026,SECRETARY OF THE SENATE,332,TRAVEL AND TRANSPORTATION OF PERSONS,332,1474.76,1474.76,ok,segment
SECRETARY OF THE SENATE,2026,SECRETARY OF THE SENATE,332,OTHER CONTRACTUAL SERVICES,333,45652.5,45652.5,ok,segment
SECRETARY OF THE SENATE,2026,SECRETARY OF THE SENATE,332,ACQUISITION OF ASSETS,333,2416.52,2416.52,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2024,SECRETARY OF THE SENATE,337,OTHER CONTRACTUAL SERVICES,337,100264.71,100264.71,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2025,SECRETARY OF THE SENATE,338,OTHER CONTRACTUAL SERVICES,338,2261141.11,2261141.11,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2026,SECRETARY OF THE SENATE,339,OTHER CONTRACTUAL SERVICES,339,276787.09,276787.09,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,343,OTHER CONTRACTUAL SERVICES,343,944134.94,944134.94,ok,segment
SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,344,OTHER CONTRACTUAL SERVICES,344,174157.35,174157.35,ok,segment
SECRETARY - PRESERVING/ARCHIVING SENATORS RECORDS Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,345,OTHER CONTRACTUAL SERVICES,345,1099542.54,1099542.54,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,346,OTHER CONTRACTUAL SERVICES,346,404523.1,404523.1,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,346,ACQUISITION OF ASSETS,347,80750.94,80750.94,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,348,OTHER CONTRACTUAL SERVICES,348,84818.86,84818.86,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,348,ACQUISITION OF ASSETS,349,4554760.53,4554760.53,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,351,OTHER CONTRACTUAL SERVICES,351,88227.94,88227.94,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,351,ACQUISITION OF ASSETS,352,1835142.7,1835142.7,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,353,OTHER CONTRACTUAL SERVICES,355,3021600.58,3021600.58,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,353,ACQUISITION OF ASSETS,356,3063191.29,3063191.29,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,358,OTHER CONTRACTUAL SERVICES,360,2260738.4,2260738.4,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,358,ACQUISITION OF ASSETS,364,1107979.99,1107979.99,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,SERGEANT AT ARMS AND DOORKEEPER,366,PERSONNEL BENEFITS,366,1267.5,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,SERGEANT AT ARMS AND DOORKEEPER,366,NET PAYROLL EXPENSES,366,1267.5,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,SERGEANT AT ARMS AND DOORKEEPER,366,TRAVEL AND TRANSPORTATION OF PERSONS,374,87662.39,87662.39,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,SERGEANT AT ARMS AND DOORKEEPER,366,OTHER CONTRACTUAL SERVICES,385,14452855.51,14452855.51,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,SERGEANT AT ARMS AND DOORKEEPER,366,ACQUISITION OF ASSETS,395,10019050.85,10019050.85,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,SERGEANT AT ARMS AND DOORKEEPER,396,PERSONNEL BENEFITS,396,2125.25,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,SERGEANT AT ARMS AND DOORKEEPER,396,NET PAYROLL EXPENSES,396,2125.25,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,SERGEANT AT ARMS AND DOORKEEPER,396,TRAVEL AND TRANSPORTATION OF PERSONS,411,160324.74,160324.74,ok,segment
