office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2024,68,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2025,69,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2024,70,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (D),2025,71,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (D),2025,72,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (D),2026,73,ok,ok,5,1,0,2,0,5,167206.87,0.0,0,0
MAJORITY LEADER (D),2024,74,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2025,75,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2026,76,ok,fail,37,2,1,2,0,37,1232449.73,0.0,0,0
MAJORITY WHIP (D),2024,78,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (D),2025,79,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (D),2026,80,ok,ok,28,2,1,3,0,28,954092.97,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2024,82,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2025,83,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2026,84,ok,ok,18,1,0,2,0,18,781481.28,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2024,85,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2025,86,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2026,87,ok,ok,21,1,0,2,0,21,792897.94,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (D)",2024,88,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (D)",2025,89,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (D)",2026,90,ok,ok,8,1,0,2,0,8,161280.05,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,91,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - VANCE,2026,92,ok,ok,35,2,1,2,0,35,1415570.73,0.0,0,0
PRES PRO TEM EMERITUS (R),2024,94,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (R),2025,95,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2025,96,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2026,97,ok,ok,8,1,0,2,0,8,344163.69,0.0,0,0
MINORITY LEADER (R),2024,98,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2025,99,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2026,100,ok,ok,24,1,0,2,0,24,1287892.03,0.0,0,0
MINORITY WHIP (R),2024,101,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2025,102,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2026,103,ok,fail,14,1,0,2,0,14,940182.65,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,104,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2025,105,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2026,106,ok,ok,17,1,0,2,0,17,830179.97,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,107,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,108,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2026,109,ok,ok,18,1,0,2,0,18,913042.1,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (R)",2024,110,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2025,111,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2026,112,ok,ok,4,1,0,2,0,4,143632.34,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2024,113,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2025,114,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2026,115,ok,fail,9,1,0,2,0,9,525554.74,0.0,0,0
SECRETARY FOR THE MINORITY (R),2024,116,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2025,117,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2026,118,ok,ok,9,1,0,2,0,9,614044.26,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,119,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,120,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,121,ok,fail,1018,21,20,3,0,1018,56239195.0,0.0,0,0
SECRETARY OF THE SENATE,2024,142,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2024,143,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2025,144,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2025,145,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2026,146,ok,fail,243,6,5,2,0,243,15616139.22,0.0,0,0
SECRETARY OF THE SENATE,,152,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
APPROPRIATIONS,2022,153,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
APPROPRIATIONS,2023,154,ok,fail,4,1,0,4,0,4,20481.59,0.0,0,0
APPROPRIATIONS,2024,155,ok,fail,10,1,0,3,0,10,127467.27,0.0,0,0
APPROPRIATIONS,2025,156,ok,fail,3,1,0,2,0,3,203.91,0.0,0,0
APPROPRIATIONS,2026,157,ok,fail,5,1,0,2,0,5,212.08,0.0,0,0
CHAPLAIN,2022,158,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,2023,159,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,2024,160,ok,not_applicable,7,1,0,1,0,7,32.97,0.0,0,0
CHAPLAIN,2025,161,ok,fail,2,1,0,2,0,2,7.83,0.0,0,0
CHAPLAIN,2026,162,ok,fail,2,1,0,2,0,2,24.53,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2022,163,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2023,164,ok,fail,1,1,0,3,0,1,202.29,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2024,165,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2024,166,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2025,167,ok,fail,2,1,0,3,0,2,741.99,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2026,168,ok,fail,5,1,0,4,0,5,1583.51,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2022,169,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2023,170,ok,fail,1,1,0,1,0,1,2447.41,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2024,171,ok,banner_missing,1,1,0,1,0,1,19872.72,0.0,0,0
MINORITY POLICY COMMITTEE (D),2025,172,ok,fail,7,1,0,5,0,7,1598.6,0.0,0,0
MINORITY POLICY COMMITTEE (D),2026,173,ok,fail,2,1,0,4,0,2,469.96,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2024,174,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2025,175,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2024,176,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2025,177,ok,fail,5,1,0,3,0,5,1518.68,0.0,0,0
MAJORITY LEADER (R),2026,178,ok,fail,4,1,0,3,0,4,1255.52,0.0,0,0
MINORITY WHIP (R),2024,179,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2025,180,ok,fail,8,1,0,4,0,8,16201.47,0.0,0,0
MAJORITY WHIP (R),2026,181,ok,fail,5,1,0,4,0,5,2205.2,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2022,182,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2023,183,ok,fail,1,1,0,3,0,1,30.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,184,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2024,185,ok,fail,140,6,5,5,0,140,44964.28,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2025,191,ok,fail,1,1,0,1,0,1,2864.04,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2026,192,ok,fail,7,1,0,2,0,7,36223.12,0.0,0,0
MINORITY POLICY COMMITTEE (R),2022,193,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2023,194,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,195,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2024,196,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,197,ok,fail,13,1,0,3,0,13,12929.71,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2025,198,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2026,199,ok,fail,5,1,0,2,0,5,1946.91,0.0,0,0
SECRETARY FOR THE MINORITY (R),2024,200,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2026,201,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2022,202,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2022,203,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2022,204,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,205,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2023,206,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2023,207,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2024,208,ok,ok,0,1,0,2,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2024,209,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2024,210,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2025,211,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2025,212,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2025,213,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2026,214,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – SALARY REIMBURSEMENT – S. RES. 329,2026,215,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE – TRAINING EXPENSES – P.L. 104-197,2026,216,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2022,217,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2023,218,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2024,219,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2025,220,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2026,221,fail,fail,32,2,1,3,0,32,3082133.99,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2022,223,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2023,224,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2024,225,ok,ok,1,1,0,1,0,1,428518.43,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2025,226,ok,ok,1,1,0,1,0,1,347176.98,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2026,227,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2022,228,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2023,229,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2024,230,ok,not_applicable,4,1,0,1,0,4,1076.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2025,231,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2026,232,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2022,233,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2023,234,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2024,235,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2025,236,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2026,237,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2022,238,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2023,239,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2024,240,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2025,241,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2026,242,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2022,243,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2023,244,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2024,245,ok,fail,1,1,0,1,0,1,396661.37,0.0,0,0
RESERVE FOR CONTINGENCIES,2025,246,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2026,247,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2022,248,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2023,249,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2024,250,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2025,251,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2026,252,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2022,253,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2023,254,ok,banner_missing,3,1,0,1,0,3,37500.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2024,255,ok,banner_missing,1,1,0,1,0,1,30000.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2025,256,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION AND REORGANIZATION RESERVE,2026,257,ok,ok,27,2,1,3,0,27,84703.27,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2022,259,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2023,260,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (REED),2024,261,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (REED),2025,262,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (REED),2026,263,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2022,264,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2023,265,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2024,266,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (DURBIN),2025,267,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (DURBIN),2026,268,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2022,269,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2023,270,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (CARDIN),2024,271,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (DUCKWORTH),2025,272,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (DUCKWORTH),2026,273,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2022,274,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2023,275,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2024,276,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2022,277,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2023,278,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2024,279,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2025,280,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2026,281,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2022,282,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2023,283,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2024,284,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADM. CO- CHAIR (FISCHER),2025,285,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADM. CO- CHAIR (FISCHER),2026,286,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
