office,funding_year,account,start_page,label,check_page,expected,actual,status,basis
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,158,TRAVEL AND TRANSPORTATION OF PERSONS,158,2422.18,2422.18,ok,segment
APPROPRIATIONS,2024,MISCELLANEOUS ITEMS,158,OTHER CONTRACTUAL SERVICES,158,1088.41,1088.41,ok,segment
CHAPLAIN,2021,MISCELLANEOUS ITEMS,160,TRAVEL AND TRANSPORTATION OF PERSONS,160,2.94,2.94,ok,segment
CHAPLAIN,2022,MISCELLANEOUS ITEMS,161,TRAVEL AND TRANSPORTATION OF PERSONS,161,95.76,95.76,ok,segment
CHAPLAIN,2024,MISCELLANEOUS ITEMS,163,TRAVEL AND TRANSPORTATION OF PERSONS,163,34.17,34.17,ok,segment
CHAPLAIN,2024,MISCELLANEOUS ITEMS,163,OTHER CONTRACTUAL SERVICES,163,161.5,161.5,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2021,MISCELLANEOUS ITEMS,167,PERSONNEL BENEFITS,167,45.94,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2021,MISCELLANEOUS ITEMS,167,NET PAYROLL EXPENSES,167,45.94,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2021,MISCELLANEOUS ITEMS,167,OTHER CONTRACTUAL SERVICES,167,132.21,132.21,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2022,MISCELLANEOUS ITEMS,168,ACQUISITION OF ASSETS,168,63760.55,63760.55,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,169,TRAVEL AND TRANSPORTATION OF PERSONS,169,2716.69,2716.69,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,169,OTHER CONTRACTUAL SERVICES,169,700.0,700.0,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2023,MISCELLANEOUS ITEMS,169,ACQUISITION OF ASSETS,169,399.99,399.99,ok,segment
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,170,PERSONNEL BENEFITS,170,118.45,0.0,no_records,segment
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,170,NET PAYROLL EXPENSES,170,118.45,0.0,no_records,block_running_total
MAJORITY CONFERENCE COMMITTEE (D),2024,MISCELLANEOUS ITEMS,170,OTHER CONTRACTUAL SERVICES,170,2539.33,2539.33,ok,segment
MAJORITY POLICY COMMITTEE (D),2021,MISCELLANEOUS ITEMS,172,ACQUISITION OF ASSETS,172,8653.56,8653.56,ok,segment
MAJORITY POLICY COMMITTEE (D),2023,MISCELLANEOUS ITEMS,174,TRAVEL AND TRANSPORTATION OF PERSONS,174,1592.48,1592.48,ok,segment
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,175,PERSONNEL BENEFITS,175,170.47,0.0,no_records,segment
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,175,NET PAYROLL EXPENSES,175,170.47,0.0,no_records,block_running_total
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,175,TRAVEL AND TRANSPORTATION OF PERSONS,175,24.83,24.83,ok,segment
MAJORITY POLICY COMMITTEE (D),2024,MISCELLANEOUS ITEMS,175,ACQUISITION OF ASSETS,175,4597.53,4597.53,ok,segment
MINORITY LEADER (R),2023,MISCELLANEOUS ITEMS,177,PERSONNEL BENEFITS,177,54.95,0.0,no_records,segment
MINORITY LEADER (R),2023,MISCELLANEOUS ITEMS,177,NET PAYROLL EXPENSES,177,54.95,0.0,no_records,block_running_total
MINORITY LEADER (R),2023,MISCELLANEOUS ITEMS,177,TRAVEL AND TRANSPORTATION OF PERSONS,178,438.45,438.45,ok,segment
MINORITY LEADER (R),2024,MISCELLANEOUS ITEMS,179,PERSONNEL BENEFITS,179,1251.65,0.0,no_records,segment
MINORITY LEADER (R),2024,MISCELLANEOUS ITEMS,179,NET PAYROLL EXPENSES,179,1251.65,0.0,no_records,block_running_total
MINORITY LEADER (R),2024,MISCELLANEOUS ITEMS,179,TRAVEL AND TRANSPORTATION OF PERSONS,180,442.29,442.29,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,187,PERSONNEL BENEFITS,187,955.07,0.0,no_records,segment
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,187,NET PAYROLL EXPENSES,187,955.07,0.0,no_records,block_running_total
MINORITY CONFERENCE COMMITTEE (R),2022,MISCELLANEOUS ITEMS,187,TRAVEL AND TRANSPORTATION OF PERSONS,189,21165.69,21165.69,ok,segment
MINORITY CONFERENCE COMMITTEE (R),2023,MISCELLANEOUS ITEMS,190,ACQUISITION OF ASSETS,190,31024.56,31024.56,ok,segment
MINORITY POLICY COMMITTEE (R),2023,MISCELLANEOUS ITEMS,197,OTHER CONTRACTUAL SERVICES,197,9.99,9.99,ok,segment
MINORITY POLICY COMMITTEE (R),2023,MISCELLANEOUS ITEMS,197,ACQUISITION OF ASSETS,198,138106.86,138106.86,ok,segment
MINORITY POLICY COMMITTEE (R),2024,MISCELLANEOUS ITEMS,200,TRAVEL AND TRANSPORTATION OF PERSONS,200,12.99,12.99,ok,segment
MINORITY POLICY COMMITTEE (R),2024,MISCELLANEOUS ITEMS,200,OTHER CONTRACTUAL SERVICES,200,10065.84,10065.84,ok,segment
MINORITY POLICY COMMITTEE (R),2024,MISCELLANEOUS ITEMS,200,ACQUISITION OF ASSETS,201,37890.86,37890.86,ok,segment
SECRETARY FOR THE MINORITY (R),2023,MISCELLANEOUS ITEMS,202,ACQUISITION OF ASSETS,202,2888.52,2888.52,ok,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2022,MISCELLANEOUS ITEMS,205,PERSONNEL BENEFITS,205,13633.64,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2022,MISCELLANEOUS ITEMS,205,NET PAYROLL EXPENSES,205,13633.64,0.0,no_records,block_running_total
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,MISCELLANEOUS ITEMS,208,PERSONNEL BENEFITS,208,28216.06,0.0,no_records,segment
SENATE CHILD CARE – AGENCY CONTRIBUTIONS – P.L. 102-90,2023,MISCELLANEOUS ITEMS,208,NET PAYROLL EXPENSES,208,28216.06,0.0,no_records,block_running_total
CONSULTANTS,2024,MISCELLANEOUS ITEMS,218,PERSONNEL COMP. FULL-TIME PERMANENT,218,2135343.88,2135343.88,ok,segment
CONSULTANTS,2024,MISCELLANEOUS ITEMS,218,PERSONNEL BENEFITS,218,812705.91,0.0,no_records,segment
CONSULTANTS,2024,MISCELLANEOUS ITEMS,218,NET PAYROLL EXPENSES,218,2948049.79,2135343.88,fail,block_running_total
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2023,MISCELLANEOUS ITEMS,222,NET PAYROLL EXPENSES,222,92960.43,92960.43,ok,block_running_total
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2021,MISCELLANEOUS ITEMS,225,TRAVEL AND TRANSPORTATION OF PERSONS,225,246.0,246.0,ok,segment
FOREIGN TRAVEL - MEMBERS AND EMPLOYEES,2023,MISCELLANEOUS ITEMS,227,TRAVEL AND TRANSPORTATION OF PERSONS,228,4848.25,4848.25,ok,segment
MOBILE COMMUNICATIONS DEVICES,2024,MISCELLANEOUS ITEMS,239,ACQUISITION OF ASSETS,239,1349.96,1349.96,ok,segment
RESERVE FOR CONTINGENCIES,2022,MISCELLANEOUS ITEMS,242,NET PAYROLL EXPENSES,242,176921.67,176921.67,ok,block_running_total
RESERVE FOR CONTINGENCIES,2023,MISCELLANEOUS ITEMS,243,OTHER CONTRACTUAL SERVICES,243,240472.62,240472.62,ok,segment
RESERVE FOR CONTINGENCIES,2024,MISCELLANEOUS ITEMS,244,OTHER CONTRACTUAL SERVICES,244,74002.61,74002.61,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,254,PERSONNEL COMP. FULL-TIME PERMANENT,256,1343717.95,1343717.95,ok,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,254,PERSONNEL BENEFITS,256,452042.6,0.0,no_records,segment
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,254,NET PAYROLL EXPENSES,256,1795760.55,1343717.95,fail,block_running_total
RESOLUTION AND REORGANIZATION RESERVE,2024,MISCELLANEOUS ITEMS,254,TRAVEL AND TRANSPORTATION OF PERSONS,256,5645.02,5645.02,ok,segment
MISC ITEMS - STUDENT LOANS,2024,MISCELLANEOUS ITEMS,311,PERSONNEL BENEFITS,311,4136561.37,0.0,no_records,segment
MISC ITEMS - STUDENT LOANS,2024,MISCELLANEOUS ITEMS,311,NET PAYROLL EXPENSES,311,4136561.37,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2019,SECRETARY OF THE SENATE,322,OTHER CONTRACTUAL SERVICES,322,1057.85,1057.85,ok,segment
SECRETARY OF THE SENATE,2020,SECRETARY OF THE SENATE,323,OTHER CONTRACTUAL SERVICES,323,111371.37,111371.37,ok,segment
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,324,OTHER CONTRACTUAL SERVICES,324,2791.19,2791.19,ok,segment
SECRETARY OF THE SENATE,2021,SECRETARY OF THE SENATE,324,ACQUISITION OF ASSETS,324,109401.48,109401.48,ok,segment
SECRETARY OF THE SENATE,2022,SECRETARY OF THE SENATE,325,OTHER CONTRACTUAL SERVICES,325,91312.0,91312.0,ok,segment
SECRETARY OF THE SENATE,2022,SECRETARY OF THE SENATE,325,ACQUISITION OF ASSETS,325,6436.45,6436.45,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,326,PERSONNEL BENEFITS,326,12913.95,0.0,no_records,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,326,NET PAYROLL EXPENSES,326,12913.95,0.0,no_records,block_running_total
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,326,TRAVEL AND TRANSPORTATION OF PERSONS,326,2530.01,2530.01,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,326,OTHER CONTRACTUAL SERVICES,327,28580.79,28580.79,ok,segment
SECRETARY OF THE SENATE,2023,SECRETARY OF THE SENATE,326,ACQUISITION OF ASSETS,327,53296.47,53296.47,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,WHEN ACTUALLY EMPLOYED (WAE),328,54944.56,54944.56,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,PERSONNEL BENEFITS,328,61230.45,0.0,no_records,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,NET PAYROLL EXPENSES,328,116175.01,54944.56,fail,block_running_total
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,TRAVEL AND TRANSPORTATION OF PERSONS,329,1572.68,1572.68,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,OTHER CONTRACTUAL SERVICES,330,21932.62,21932.62,ok,segment
SECRETARY OF THE SENATE,2024,SECRETARY OF THE SENATE,328,ACQUISITION OF ASSETS,330,756.84,756.84,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION,2023,SECRETARY OF THE SENATE,333,OTHER CONTRACTUAL SERVICES,333,1444552.86,1444552.86,ok,segment
SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,338,OTHER CONTRACTUAL SERVICES,338,1443038.53,1443038.53,ok,segment
SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,339,OTHER CONTRACTUAL SERVICES,339,134177.25,134177.25,ok,segment
SECRETARY - PRESERVING/ARCHIVING SENATORS RECORDS Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,,,340,OTHER CONTRACTUAL SERVICES,340,255343.23,255343.23,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2018,SERGEANT AT ARMS AND DOORKEEPER,341,ACQUISITION OF ASSETS,341,42699.03,42699.03,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2019,SERGEANT AT ARMS AND DOORKEEPER,342,OTHER CONTRACTUAL SERVICES,342,727227.12,727227.12,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2019,SERGEANT AT ARMS AND DOORKEEPER,342,ACQUISITION OF ASSETS,343,714125.52,714125.52,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,344,OTHER CONTRACTUAL SERVICES,346,743329.02,743329.02,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2020,SERGEANT AT ARMS AND DOORKEEPER,344,ACQUISITION OF ASSETS,347,1945660.68,1945660.68,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,348,TRAVEL AND TRANSPORTATION OF PERSONS,348,521.56,521.56,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,348,OTHER CONTRACTUAL SERVICES,349,682072.73,682072.73,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,SERGEANT AT ARMS AND DOORKEEPER,348,ACQUISITION OF ASSETS,350,54398.5,54398.5,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,353,PERSONNEL BENEFITS,353,15797.9,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,353,NET PAYROLL EXPENSES,353,15797.9,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,353,OTHER CONTRACTUAL SERVICES,356,6477570.41,6477570.41,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2022,SERGEANT AT ARMS AND DOORKEEPER,353,ACQUISITION OF ASSETS,359,3998434.78,3998434.78,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,361,PERSONNEL BENEFITS,361,120289.95,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,361,NET PAYROLL EXPENSES,361,120289.95,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,361,TRAVEL AND TRANSPORTATION OF PERSONS,365,47898.94,47898.94,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,361,OTHER CONTRACTUAL SERVICES,375,12830029.02,12830029.02,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2023,SERGEANT AT ARMS AND DOORKEEPER,361,ACQUISITION OF ASSETS,392,11488027.86,11488027.86,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,393,PERSONNEL BENEFITS,393,1536.8,0.0,no_records,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,393,NET PAYROLL EXPENSES,393,1536.8,0.0,no_records,block_running_total
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,393,TRAVEL AND TRANSPORTATION OF PERSONS,411,194684.42,194684.42,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,393,OTHER CONTRACTUAL SERVICES,429,10286803.07,10286803.07,ok,segment
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,SERGEANT AT ARMS AND DOORKEEPER,393,ACQUISITION OF ASSETS,438,7028809.55,7028809.55,ok,segment
SGT @ ARMS - PROTECTIVE SERVICES AND CONTINUITY Funding Year X (NO-YEAR) SERGEANT AT ARMS AND DOORKEEPER,,,442,OTHER CONTRACTUAL SERVICES,442,172479.53,172479.53,ok,segment
SGT @ ARMS - PROTECTIVE SERVICES AND CONTINUITY Funding Year X (NO-YEAR) SERGEANT AT ARMS AND DOORKEEPER,,,442,ACQUISITION OF ASSETS,442,12398.82,12398.82,ok,segment
SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year X (NO-YEAR) SERGEANT AT ARMS AND DOORKEEPER,,,444,OTHER CONTRACTUAL SERVICES,444,22287.51,22287.51,ok,segment
SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year X (NO-YEAR) SERGEANT AT ARMS AND DOORKEEPER,,,444,ACQUISITION OF ASSETS,445,2999559.33,2999559.33,ok,segment
CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2023,CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,448,TRAVEL AND TRANSPORTATION OF PERSONS,448,783.21,783.21,ok,segment
CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2024,CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,449,PERSONNEL COMP. FULL-TIME PERMANENT,449,199966.57,199966.57,ok,segment
CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2024,CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,449,PERSONNEL BENEFITS,449,279.0,0.0,no_records,segment
CAUCUS - INTERNATIONAL NARCOTICS CONTROL,2024,CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,449,NET PAYROLL EXPENSES,449,200245.57,199966.57,fail,block_running_total
