office,funding_year,start_page,status,banner_status,record_count,page_count,continuation_page_count,subtotal_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
OFFICE OF THE VICE PRESIDENT (R) - PENCE,2020,89,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
OFFICE OF THE VICE PRESIDENT (R) - PENCE,2021,90,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2019,91,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRESIDENT PRO TEMPORE (R),2020,92,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
PRES PRO TEM EMERITUS (R),2021,93,ok,ok,2,1,0,2,0,2,163787.55,0.0,0,0
MAJORITY LEADER (R),2019,94,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2020,95,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2021,96,ok,ok,23,1,0,2,0,23,1214398.73,0.0,0,0
MAJORITY WHIP (R),2019,97,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2020,98,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY WHIP (R),2021,99,ok,ok,14,1,0,2,0,14,784073.61,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2019,100,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2020,101,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2021,102,ok,ok,23,1,0,2,0,23,921310.73,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2019,103,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2020,104,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2021,105,ok,fail,18,1,0,2,0,18,908049.32,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2019,106,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MAJORITY CONFERENCE COMM (R)",2020,107,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
"SECRETARY, MINORITY CONFERENCE COMM (R)",2021,108,ok,ok,6,1,0,2,0,6,199271.18,0.0,0,0
SECRETARY FOR THE MINORITY (D),2019,109,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2020,110,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2021,111,ok,fail,12,1,0,2,0,12,441656.01,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2019,112,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2020,113,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (R),2021,114,ok,fail,9,1,0,2,0,9,520584.31,0.0,0,0
SGT @ ARMS - CHIEF INFORMATION OFFICER,2019,115,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - OPERATIONS,2019,116,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CAPITOL OPERATIONS,2019,117,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - PROTECTIVE SERVICES & CONTINUITY,2019,118,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - EXECUTIVE/STAFF OFFICES,2019,119,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CHIEF INFORMATION OFFICER,2020,120,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - OPERATIONS,2020,121,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CAPITOL OPERATIONS,2020,122,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - PROTECTIVE SERVICES & CONTINUITY,2020,123,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SGT @ ARMS - EXECUTIVE/STAFF OFFICES,2020,124,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2021,125,ok,fail,952,20,19,2,0,952,44670710.25,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2019,145,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2019,146,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2019,147,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2020,148,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2020,149,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2020,150,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2021,151,ok,ok,236,6,5,5,0,236,12553962.95,0.0,0,0
EMPLOYEES COMPENSATION FUND (P.L. 113-76),2019,157,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
APPROPRIATIONS,2017,158,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
APPROPRIATIONS,2018,159,ok,banner_missing,7,1,0,1,0,7,144508.0,0.0,0,0
APPROPRIATIONS,2019,160,ok,fail,56,2,1,4,0,56,119135.0,0.0,0,0
APPROPRIATIONS,2020,162,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
APPROPRIATIONS,2021,163,ok,fail,4,1,0,1,0,4,544.4,0.0,0,0
CHAPLAIN,2017,164,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,2018,165,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,2019,166,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,2020,167,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
CHAPLAIN,2021,168,ok,fail,7,1,0,1,0,7,448.8,0.0,0,0
OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2021,169,ok,fail,2,1,0,2,0,2,4849.4,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2017,170,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2018,171,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2019,172,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2019,173,ok,fail,11,1,0,2,0,11,4097.73,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2020,174,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),2020,175,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2021,176,ok,fail,4,1,0,1,0,4,1661.65,0.0,0,0
MINORITY POLICY COMMITTEE (D),2017,177,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2018,178,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2019,179,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2020,180,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2020,181,ok,fail,2,1,0,1,0,2,519.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2021,182,ok,fail,9,1,0,1,0,9,1684.1,0.0,0,0
MAJORITY LEADER (R),2019,183,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2020,184,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2021,185,ok,fail,2,1,0,1,0,2,10400.0,0.0,0,0
MAJORITY WHIP (R),2019,186,ok,not_applicable,2,1,0,1,0,2,484.06,0.0,0,0
MAJORITY WHIP (R),2020,187,ok,banner_missing,3,1,0,1,0,3,894.16,0.0,0,0
MINORITY WHIP (R),2021,188,ok,fail,1,1,0,1,0,1,4630.46,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2017,189,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2018,190,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2019,191,ok,fail,47,3,2,3,0,47,46541.94,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),2020,194,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),2021,195,ok,fail,3,1,0,1,0,3,1915.72,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2017,196,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2018,197,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2019,198,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2020,199,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),2020,200,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2021,201,ok,fail,1,1,0,1,0,1,250.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),2021,202,ok,fail,22,2,1,2,0,22,28577.39,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2020,204,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,2017,205,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,2018,206,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,2019,207,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,2020,208,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,2021,209,ok,fail,1,1,0,1,0,1,105.0,0.0,0,0
CONSULTANTS,2017,210,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2018,211,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2019,212,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2020,213,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
CONSULTANTS,2021,214,ok,fail,23,1,0,3,0,23,1736740.18,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2017,215,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2018,216,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2019,217,ok,ok,1,1,0,1,0,1,76930.66,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2020,218,ok,ok,1,1,0,1,0,1,192099.31,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,2021,219,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,2017,220,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,2018,221,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,2019,222,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,2020,223,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,2021,224,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2017,225,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2018,226,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2019,227,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2020,228,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
POSTAGE,2021,229,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2017,230,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2018,231,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2019,232,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2020,233,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,2021,234,ok,fail,2,1,0,1,0,2,1387.93,0.0,0,0
RESERVE FOR CONTINGENCIES,2017,235,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2018,236,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2019,237,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2020,238,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,2021,239,ok,fail,1,1,0,1,0,1,520.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2017,240,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2018,241,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2019,242,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2020,243,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,2021,244,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,2017,245,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,2018,246,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,2019,247,ok,fail,2,1,0,1,0,2,383.82,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,2020,248,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,2021,249,ok,fail,59,2,1,4,0,59,554856.58,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),2017,251,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),2018,252,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),2019,253,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),2020,254,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),2021,255,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (DURBIN),2021,256,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (REED),2017,257,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (REED),2018,258,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (REED),2019,259,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (REED),2020,260,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (REED),2021,261,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (MENENDEZ),2017,262,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (MENENDEZ),2018,263,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (MENENDEZ),2019,264,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (MENENDEZ),2020,265,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (MENENDEZ),2021,266,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2017,267,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2018,268,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2019,269,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (SCHUMER),2020,270,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (SCHUMER),2021,271,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADM. CO- CHAIR (RISCH),2017,272,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADM. CO- CHAIR (RISCH),2018,273,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADM. CO- CHAIR (RUBIO),2019,274,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADM. CO- CHAIR (RUBIO),2020,275,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADM. CO- CHAIR (CORNYN),2021,276,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (L.GRAHAM),2017,277,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (L.GRAHAM),2018,278,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (FISCHER),2019,279,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (FISCHER),2020,280,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO- CHAIR (FISCHER),2021,281,ok,fail,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (COCHRAN),2017,282,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (COCHRAN),2018,283,ok,not_applicable,0,1,0,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO- CHAIR (GARDNER),2019,284,ok,banner_missing,0,1,0,0,0,0,0.0,0.0,0,0
